,Keyword,Layout,LoggingLibrary,ProjectInfo,SearchResult
695,Firebase,Firebase,Firebase,GoogleCloudPlatform/java-docs-samples,"['/GoogleCloudPlatform_java-docs-samples/appengine-java8/endpoints-v2-backend/src/main/java/com/example/echo/Echo.java', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/endpoints-v2-guice/src/main/java/com/example/echo/Echo.java', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-event-proxy-README.md', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-event-proxy/pom.xml', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-event-proxy/src/main/java/com/example/GaeFirebaseEventProxy/FirebaseEventProxy.java', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/README.md', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/pom.xml', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/main/java/com/example/appengine/firetactoe/DeleteServlet.java', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/main/java/com/example/appengine/firetactoe/FirebaseChannel.java', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/main/java/com/example/appengine/firetactoe/Game.java', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/main/java/com/example/appengine/firetactoe/TicTacToeServlet.java', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/main/webapp/WEB-INF/view/firebase_config.jspf', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/main/webapp/WEB-INF/view/index.jsp', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/main/webapp/static/main.js', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/test/java/com/example/appengine/firetactoe/DeleteServletTest.java', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/test/java/com/example/appengine/firetactoe/FirebaseChannelTest.java', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/test/java/com/example/appengine/firetactoe/MoveServletTest.java', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/test/java/com/example/appengine/firetactoe/OpenedServletTest.java', '/GoogleCloudPlatform_java-docs-samples/appengine-java8/firebase-tictactoe/src/test/java/com/example/appengine/firetactoe/TicTacToeServletTest.java', '/GoogleCloudPlatform_java-docs-samples/firestore/README.md', '/GoogleCloudPlatform_java-docs-samples/functions/README.md', '/GoogleCloudPlatform_java-docs-samples/functions/firebase/auth/pom.xml', '/GoogleCloudPlatform_java-docs-samples/functions/firebase/firestore-reactive/pom.xml', '/GoogleCloudPlatform_java-docs-samples/functions/firebase/firestore/pom.xml', '/GoogleCloudPlatform_java-docs-samples/functions/firebase/remote-config/pom.xml', '/GoogleCloudPlatform_java-docs-samples/functions/firebase/rtdb/pom.xml']"
696,Firebase,Firebase,Firebase,tmurakami/dexopener,"['/tmurakami_dexopener/.circleci/config.yml', '/tmurakami_dexopener/ftl/test.sh']"
697,Firebase,Firebase,Firebase,twilio/twilio-chat-demo-android,"['/twilio_twilio-chat-demo-android/chat-demo-android/build.gradle', '/twilio_twilio-chat-demo-android/chat-demo-android/proguard-rules.pro', '/twilio_twilio-chat-demo-android/chat-demo-android/src/main/AndroidManifest.xml', '/twilio_twilio-chat-demo-android/chat-demo-android/src/main/kotlin/com/twilio/chat/demo/BasicChatClient.kt', '/twilio_twilio-chat-demo-android/chat-demo-android/src/main/kotlin/com/twilio/chat/demo/TwilioApplication.kt', '/twilio_twilio-chat-demo-android/chat-demo-android/src/main/kotlin/com/twilio/chat/demo/services/FCMInstanceIDService.kt', '/twilio_twilio-chat-demo-android/chat-demo-android/src/main/kotlin/com/twilio/chat/demo/services/FCMListenerService.kt', '/twilio_twilio-chat-demo-android/chat-demo-android/src/main/kotlin/com/twilio/chat/demo/services/RegistrationIntentService.kt']"
701,Firebase,Firebase,Firebase,omimo/TFDroid,['/omimo_TFDroid/.gitignore']
703,Firebase,Firebase,Firebase,1hakr/AnExplorer,"['/1hakr_AnExplorer/app/build.gradle', '/1hakr_AnExplorer/app/src/free/java/dev/dworks/apps/anexplorer/misc/AnalyticsManager.java', '/1hakr_AnExplorer/web/package.json']"
704,Firebase,Firebase,Firebase,wso2/product-apim,['/wso2_product-apim/modules/recommendation-engine/repository/resources/Word2vec_Model/Dataset_PW.txt']
705,Firebase,Firebase,Firebase,devgianlu/Aria2Android,"['/devgianlu_Aria2Android/CHANGELOG.md', '/devgianlu_Aria2Android/app/build.gradle', '/devgianlu_Aria2Android/build.gradle']"
707,Firebase,Firebase,Firebase,peihp/AndroidTemplate,['/peihp_AndroidTemplate/.gitignore']
708,Firebase,Firebase,Firebase,RooyeKhat-Media/iGap-Android,"['/RooyeKhat-Media_iGap-Android/app/build.gradle', '/RooyeKhat-Media_iGap-Android/app/src/main/AndroidManifest.xml', '/RooyeKhat-Media_iGap-Android/app/src/main/java/net/iGap/G.java', '/RooyeKhat-Media_iGap-Android/app/src/main/java/net/iGap/activities/ActivityMain.java', '/RooyeKhat-Media_iGap-Android/app/src/main/java/net/iGap/libs/notification/GettingDeviceTokenService.java', '/RooyeKhat-Media_iGap-Android/app/src/main/java/net/iGap/libs/notification/NotificationService.java']"
709,Firebase,Firebase,Firebase,goweii/AnyLayer,['/goweii_AnyLayer/.gitignore']
710,Firebase,Firebase,Firebase,GLodi/GitNav,"['/GLodi_GitNav/app/build.gradle', '/GLodi_GitNav/app/src/main/java/giuliolodi/gitnav/App.kt']"
712,Firebase,Firebase,Firebase,savicprvoslav/Spring-Boot-starter,"['/savicprvoslav_Spring-Boot-starter/README.md', '/savicprvoslav_Spring-Boot-starter/pom.xml', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/config/FirebaseConfig.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/config/SecurityConfig.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/config/auth/firebase/FirebaseAuthenticationProvider.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/config/auth/firebase/FirebaseAuthenticationToken.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/config/auth/firebase/FirebaseFilter.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/config/auth/firebase/FirebaseTokenHolder.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/service/FirebaseService.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/service/impl/FirebaseServiceImpl.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/service/impl/UserServiceImpl.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/service/shared/FirebaseParser.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/spring/conditionals/FirebaseConditionImpl.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/web/api/SignupResource.java', '/savicprvoslav_Spring-Boot-starter/src/main/java/rs/pscode/pomodorofire/web/facade/impl/WebFacadeImpl.java', '/savicprvoslav_Spring-Boot-starter/src/main/resources/application-dev.properties', '/savicprvoslav_Spring-Boot-starter/src/main/resources/application-prod.properties', '/savicprvoslav_Spring-Boot-starter/src/main/resources/application.properties']"
713,Firebase,Firebase,Firebase,openhab/openhab.android,"['/openhab_openhab.android/.idea/dictionaries/openhab.xml', '/openhab_openhab.android/mobile/build.gradle', '/openhab_openhab.android/mobile/src/full/AndroidManifest.xml', '/openhab_openhab.android/mobile/src/full/java/org/openhab/habdroid/core/FcmMessageListenerService.kt', '/openhab_openhab.android/mobile/src/full/java/org/openhab/habdroid/core/FcmRegistrationService.kt', '/openhab_openhab.android/mobile/src/full/res/values-ar/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-ca/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-cs/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-de/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-es-rUS/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-es/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-et/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-fi/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-hu/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-in/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-it/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-ja/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-lb/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-nl/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-no/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-pl/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-pt-rBR/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-ru/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-sv/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-tr/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-uk/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values-zh-rCN/strings.xml', '/openhab_openhab.android/mobile/src/full/res/values/strings.xml']"
714,Firebase,Firebase,Firebase,betterclever/ZapTap,['/betterclever_ZapTap/android/build.gradle']
716,Firebase,Firebase,Firebase,andresth/Kandroid,['/andresth_Kandroid/.gitignore']
717,Firebase,Firebase,Firebase,spongebobrf/BookdashAndroidApp,"['/spongebobrf_BookdashAndroidApp/README.md', '/spongebobrf_BookdashAndroidApp/app/build.gradle', '/spongebobrf_BookdashAndroidApp/app/src/androidTestMock/java/org.bookdash.android/presentation/bookinfo/BookInfoActivityTest.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/BookDashApplication.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/config/FirebaseConfig.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/config/MyGlideModule.kt', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/book/BookService.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/book/BookServiceImpl.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/book/DownloadService.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/book/DownloadServiceImpl.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/book/RxFirebaseStorage.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/database/firebase/BookDatabase.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/database/firebase/FirebaseBookDatabase.kt', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/settings/SettingsApi.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/settings/SettingsApiImpl.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/settings/SettingsRepositories.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/settings/SettingsRepository.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/settings/SettingsRepositoryImpl.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/tracking/Analytics.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/tracking/BookDashFirebaseAnalytics.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/utils/firebase/FirebaseObservableListeners.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/utils/firebase/ListenToSingleValueOnSubscribe.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/utils/firebase/ListenToValueEventsOnSubscribe.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/utils/firebase/RemoveValueOnSubscribe.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/data/utils/firebase/SetValueOnSubscribe.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/domain/model/firebase/FireBookDetails.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/domain/model/firebase/FireContributor.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/domain/model/firebase/FireLanguage.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/domain/model/firebase/FireRole.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/bookinfo/BookInfoActivity.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/bookinfo/BookInfoContract.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/bookinfo/BookInfoPresenter.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/bookinfo/ContributorAdapter.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/downloads/DownloadsAdapter.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/downloads/DownloadsContract.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/downloads/DownloadsFragment.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/downloads/DownloadsPresenter.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/downloads/DownloadsViewHolder.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/listbooks/BookAdapter.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/listbooks/BookViewHolder.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/listbooks/ListBooksContract.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/listbooks/ListBooksFragment.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/listbooks/ListBooksPresenter.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/search/SearchActivity.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/search/SearchContract.java', '/spongebobrf_BookdashAndroidApp/app/src/main/java/org/bookdash/android/presentation/search/SearchPresenter.java', '/spongebobrf_BookdashAndroidApp/app/src/main/res/layout-land/activity_book_information.xml', '/spongebobrf_BookdashAndroidApp/app/src/main/res/layout/activity_book_information.xml', '/spongebobrf_BookdashAndroidApp/app/src/mock/java/org.bookdash.android/Injection.java', '/spongebobrf_BookdashAndroidApp/app/src/mock/java/org.bookdash.android/data/analytics/MockAnalytics.java', '/spongebobrf_BookdashAndroidApp/app/src/mock/java/org.bookdash.android/data/book/FakeBookServiceApiImpl.java', '/spongebobrf_BookdashAndroidApp/app/src/mock/java/org.bookdash.android/data/settings/FakeSettingsApiImpl.java', '/spongebobrf_BookdashAndroidApp/app/src/prod/java/org/bookdash/android/Injection.java', '/spongebobrf_BookdashAndroidApp/app/src/qa/java/org/bookdash/android/Injection.java', '/spongebobrf_BookdashAndroidApp/app/src/test/java/org/bookdash/android/data/book/BookServiceImplTest.java', '/spongebobrf_BookdashAndroidApp/app/src/test/java/org/bookdash/android/presentation/bookinfo/BookInfoPresenterTest.java', '/spongebobrf_BookdashAndroidApp/app/src/test/java/org/bookdash/android/presentation/downloads/DownloadsPresenterTest.java', '/spongebobrf_BookdashAndroidApp/app/src/test/java/org/bookdash/android/presentation/listbooks/ListBooksPresenterTest.java', '/spongebobrf_BookdashAndroidApp/app/src/test/java/org/bookdash/android/presentation/search/SearchPresenterTest.java', '/spongebobrf_BookdashAndroidApp/build.gradle', '/spongebobrf_BookdashAndroidApp/server/storage.rules']"
720,Firebase,Firebase,Firebase,flyve-mdm/android-mdm-agent,"['/flyve-mdm_android-mdm-agent/.circleci/config.yml', '/flyve-mdm_android-mdm-agent/CHANGELOG.md', '/flyve-mdm_android-mdm-agent/app/build.gradle', '/flyve-mdm_android-mdm-agent/app/src/fcm/AndroidManifest.xml', '/flyve-mdm_android-mdm-agent/app/src/fcm/java/org/flyve/mdm/agent/MessagePolicies.java', '/flyve-mdm_android-mdm-agent/app/src/fcm/java/org/flyve/mdm/agent/firebase/InstanceIDService.java', '/flyve-mdm_android-mdm-agent/app/src/fcm/java/org/flyve/mdm/agent/firebase/MessagingService.java', '/flyve-mdm_android-mdm-agent/app/src/fcm/java/org/flyve/mdm/agent/ui/EnrollmentActivity.java', '/flyve-mdm_android-mdm-agent/app/src/main/AndroidManifest.xml', '/flyve-mdm_android-mdm-agent/build.gradle', '/flyve-mdm_android-mdm-agent/ci/scripts/google_cloud.sh']"
721,Firebase,Firebase,Firebase,bauer-bao/DragCloseHelper,['/bauer-bao_DragCloseHelper/.gitignore']
722,Firebase,Firebase,Firebase,kermitt2/grobid,"['/kermitt2_grobid/grobid-home/lexicon/places/WikiLocations.lst', '/kermitt2_grobid/grobid-home/lexicon/places/WikiLocationsRedirects.lst']"
724,Firebase,Firebase,Firebase,acbellini/juzzle,['/acbellini_juzzle/TrieDictionary/resources/words_en.txt']
725,Firebase,Firebase,Firebase,aaronoe/Cinematic,"['/aaronoe_Cinematic/.gitignore', '/aaronoe_Cinematic/app/build.gradle', '/aaronoe_Cinematic/build.gradle']"
728,Firebase,Firebase,Firebase,edx/edx-app-android,"['/edx_edx-app-android/.gitignore', '/edx_edx-app-android/Jenkinsfile', '/edx_edx-app-android/OpenEdXMobile/AndroidManifest.xml', '/edx_edx-app-android/OpenEdXMobile/build.gradle', '/edx_edx-app-android/OpenEdXMobile/gradle_scripts/AndroidHelper.gradle', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/base/MainApplication.java', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/deeplink/PushLinkManager.kt', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/module/analytics/Analytics.java', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/module/analytics/FirebaseAnalytics.java', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/module/analytics/FirebaseEvent.java', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/module/analytics/SegmentAnalytics.java', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/notifications/services/NotificationService.java', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/util/AppConstants.java', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/util/Config.java', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/util/ConfigUtil.kt', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/util/NotificationUtil.java', '/edx_edx-app-android/OpenEdXMobile/src/main/java/org/edx/mobile/view/CourseOutlineFragment.java', '/edx_edx-app-android/README.md', '/edx_edx-app-android/build.gradle']"
729,Firebase,Firebase,Firebase,nicholaschum/substratum,"['/nicholaschum_substratum/app/src/main/res/values-be-rBY/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-cs-rCZ/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-cs/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-de/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-es-rES/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-es/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-et-rEE/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-fr/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-hr-rHR/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-hu-rHU/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-hu/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-in/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-it-rIT/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-it/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-ko/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-lt-rLT/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-lt/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-nl/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-pl/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-pt-rBR/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-pt-rPT/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-ru/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-sk-rSK/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-sk/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-tr-rTR/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-tr/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-vi/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-zh-rCN/strings.xml', '/nicholaschum_substratum/app/src/main/res/values-zh/strings.xml', '/nicholaschum_substratum/app/src/main/res/values/strings.xml']"
730,Firebase,Firebase,Firebase,iammert/StatusView,"['/iammert_StatusView/.gitignore', '/iammert_StatusView/library/.gitignore']"
731,Firebase,Firebase,Firebase,xdtianyu/CallerInfo,"['/xdtianyu_CallerInfo/app/build.gradle', '/xdtianyu_CallerInfo/app/src/main/java/org/xdty/callerinfo/application/Application.java']"
733,Firebase,Firebase,Firebase,pugnascotia/spring-react-boilerplate,['/pugnascotia_spring-react-boilerplate/src/main/app/config/webpack.config.prod.js']
738,Firebase,Firebase,Firebase,jinkg/Style,"['/jinkg_Style/presentation/build.gradle', '/jinkg_Style/presentation/src/main/java/com/yalin/style/analytics/Analytics.kt']"
739,Firebase,Firebase,Firebase,RestComm/Restcomm-Connect,"['/RestComm_Restcomm-Connect/restcomm/restcomm.ui/src/main/webapp/lib/file-upload/ng-file-upload-all.js', '/RestComm_Restcomm-Connect/restcomm/restcomm.ui/src/main/webapp/lib/file-upload/ng-file-upload.js']"
742,Firebase,Firebase,Firebase,heruoxin/IceBox-SDK,['/heruoxin_IceBox-SDK/.gitignore']
743,Firebase,Firebase,Firebase,nglauber/playground,"['/nglauber_playground/android/ArquiteturaComKotlin/client/ArquiteturaComKotlin/app/build.gradle', '/nglauber_playground/android/ArquiteturaComKotlin/client/ArquiteturaComKotlin/app/src/main/java/br/com/nglauber/exemplolivro/model/auth/AccessManager.kt', '/nglauber_playground/android/ArquiteturaComKotlin/client/ArquiteturaComKotlin/app/src/main/java/br/com/nglauber/exemplolivro/model/auth/facebook/FacebookAuth.kt', '/nglauber_playground/android/ArquiteturaComKotlin/client/ArquiteturaComKotlin/app/src/main/java/br/com/nglauber/exemplolivro/model/auth/google/GoogleAuth.kt', '/nglauber_playground/android/LivrosFirebase/app/build.gradle', '/nglauber_playground/android/LivrosFirebase/app/src/main/java/br/com/nglauber/livrosfirebase/BaseActivity.java', '/nglauber_playground/android/LivrosFirebase/app/src/main/java/br/com/nglauber/livrosfirebase/DetailEditActivity.java', '/nglauber_playground/android/LivrosFirebase/app/src/main/java/br/com/nglauber/livrosfirebase/MainActivity.java', '/nglauber_playground/android/LivrosFirebase/app/src/main/java/br/com/nglauber/livrosfirebase/SignInActivity.java', '/nglauber_playground/android/LivrosFirebase/app/src/main/java/br/com/nglauber/livrosfirebase/adapter/BoookAdapter.java', '/nglauber_playground/android/LivrosFirebase/app/src/main/java/br/com/nglauber/livrosfirebase/model/Book.java']"
744,Firebase,Firebase,Firebase,JeremyLiao/LiveEventBus,['/JeremyLiao_LiveEventBus/.gitignore']
745,Firebase,Firebase,Firebase,rsiebert/TVHClient,"['/rsiebert_TVHClient/app/build.gradle', '/rsiebert_TVHClient/app/src/main/assets/html/privacy_policy_de.html', '/rsiebert_TVHClient/app/src/main/assets/html/privacy_policy_en.html', '/rsiebert_TVHClient/app/src/main/java/org/tvheadend/tvhclient/MainApplication.kt', '/rsiebert_TVHClient/app/src/main/res/raw/changelog.txt', '/rsiebert_TVHClient/build.gradle']"
746,Firebase,Firebase,Firebase,firebase/geofire-java,"['/firebase_geofire-java/.git/config', '/firebase_geofire-java/.git/logs/refs/remotes/origin/HEAD', '/firebase_geofire-java/.git/logs/refs/heads/master', '/firebase_geofire-java/.git/logs/HEAD', '/firebase_geofire-java/CONTRIBUTING.md', '/firebase_geofire-java/LICENSE', '/firebase_geofire-java/README.md', '/firebase_geofire-java/common/pom.xml', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/EventListenerBridge.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/EventRaiser.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/GeoFire.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/GeoLocation.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/GeoQuery.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/GeoQueryDataEventListener.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/GeoQueryEventListener.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/LocationCallback.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/ThreadEventRaiser.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/core/GeoHash.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/core/GeoHashQuery.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/util/Base32Utils.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/util/Constants.java', '/firebase_geofire-java/common/src/main/java/com/firebase/geofire/util/GeoUtils.java', '/firebase_geofire-java/firebase.json', '/firebase_geofire-java/java/pom.xml', '/firebase_geofire-java/java/src/test/java/com/firebase/geofire/GeoFireIT.java', '/firebase_geofire-java/java/src/test/java/com/firebase/geofire/GeoHashQueryTest.java', '/firebase_geofire-java/java/src/test/java/com/firebase/geofire/GeoHashQueryUtilsTest.java', '/firebase_geofire-java/java/src/test/java/com/firebase/geofire/GeoHashTest.java', '/firebase_geofire-java/java/src/test/java/com/firebase/geofire/GeoLocationTest.java', '/firebase_geofire-java/java/src/test/java/com/firebase/geofire/GeoQueryIT.java', '/firebase_geofire-java/java/src/test/java/com/firebase/geofire/GeoUtilsTest.java', '/firebase_geofire-java/pom.xml', '/firebase_geofire-java/release.sh', '/firebase_geofire-java/site/index.html', '/firebase_geofire-java/testing/pom.xml', '/firebase_geofire-java/testing/src/main/java/com/firebase/geofire/testing/GeoFireTestingRule.java', '/firebase_geofire-java/testing/src/main/java/com/firebase/geofire/testing/GeoQueryDataEventTestListener.java', '/firebase_geofire-java/testing/src/main/java/com/firebase/geofire/testing/GeoQueryEventTestListener.java', '/firebase_geofire-java/testing/src/main/java/com/firebase/geofire/testing/SimpleFuture.java', '/firebase_geofire-java/testing/src/main/java/com/firebase/geofire/testing/TestCallback.java', '/firebase_geofire-java/testing/src/main/java/com/firebase/geofire/testing/TestListener.java']"
